kreiskey1871,county1871,rbkey,lat_rad,lon_rad,kmwittenberg,zupreussen,hhsize,gpop,f_prot,f_jew,f_rw,f_miss,f_young,f_fem,f_ortsgeb,f_pruss,f_blind,f_deaf,f_dumb,f_urban,lnpop,lnkmb,poland,latlon,f_over3km,f_mine,inctaxpc,perc_secB,perc_secC,perc_secBnC,lnyteacher,rhs,yteacher,pop,kmb,uni1517,reichsstadt,hansestadt,f_cath,sh_al_in_tot,ncloisters1517_pkm2,school1517,dnpop1500
1,Memel,1,97.23999786,36.88999939,703.2800293,1525,4.694069386,-0.797759175,92.92683411,2.012223482,68.60692596,2.485757589,23.14771843,53.16130066,45.99163437,98.56678009,0.13939026,0.144751415,0.142964378,33.9683342,10.93235683,6.423117161,0,35.87183762,15.28384304,2.470043421,197.7023163,18.83040428,12.37962246,31.21002579,677.7244873,0,877.6473389,55958.00781,615.9200439,0,0,0,4.253190041,0.497005999,0,0,0
2,Fischhausen,1,95.54000092,34.93000031,585.7399902,1525,5.26172924,-0.033956576,98.28036499,0.341804147,80.40287781,1.738619208,24.17043495,50.78232956,38.26083374,99.90446472,0.080674268,0.137995452,0.154979512,11.43451595,10.76009178,6.216207027,0,33.37212372,7.147027969,2.330195665,134.3501282,17.317276,5.989295006,23.30657005,661.9976196,0,749.9272461,47102.99219,500.8001099,0,0,0,0.764282525,0.5,0.001884357,0,0
3,Stadt Konigsberg,1,95.48000336,35.79000092,611.4199829,1525,4.645337582,5.452698231,92.72205353,3.422188759,90.05104065,0.309702545,18.47946358,52.53095627,47.12914658,99.17388916,0.148092642,0.142739892,0.107947037,100,11.6270752,6.268110752,0,34.1722908,0.039837994,0.043180298,NA,29.99637794,16.67316628,46.66954422,712.8889771,1,1247.491211,112091.9922,527.4799194,0,0,1,3.365984917,1,0.146914795,1,0.004407444
4,Landkreis Konigsberg,1,95.48000336,35.79000092,611.4199829,1525,5.365902424,-1.170345783,99.3508606,0.149321839,75.26016235,2.56568265,25.95711136,51.66328049,33.56837463,99.92533875,0.080882661,0.161765322,0.221908838,0,10.78348732,6.268110752,0,34.1722908,3.039965868,0.101090938,128.8816986,14.18221569,3.710879803,17.89309692,666.633606,1,785.5122681,48217.98438,527.4799194,0,0,1,0.371230662,0.450847447,0,0,0
5,Labiau,1,95.75,36.84999847,653.8900146,1525,4.982987404,0.406206012,99.14350891,0.477581292,68.22769928,1.274154663,25.34535789,52.43329239,47.21147537,99.97237396,0.183533311,0.260498881,0.226949781,8.562914848,10.83312893,6.345706463,0,35.2838707,4.296917915,0,93.71274567,12.36777115,3.667459011,16.03523064,662.2576904,0,751.880127,50672.00781,570.039978,0,0,0,0.215108931,0.448818892,0.000940336,0,0
6,Wehlau,1,95.38999939,36.79000092,641.9299927,1525,4.949721813,-2.367549419,99.03209686,0.362183094,76.71490479,2.435153723,23.92490005,51.97743607,37.53799057,99.93547058,0.120727696,0.181091547,0.849256933,21.51867104,10.77983093,6.326525211,0,35.0939827,5.548021317,0.04579803,119.4138031,17.09640503,4.396611214,21.49301529,663.9910889,0,765.0267944,48042,559.210083,0,0,0,0.484992296,0.511627913,0,0,0
7,Gerdauen,1,94.88000488,37.20999908,643.1400146,1525,4.988907814,0.314877987,99.50301361,0.285116404,79.18462372,2.451170683,25.94036102,52.08736801,42.28092957,99.87444305,0.112477109,0.151713312,0.204028264,14.9699192,10.55137539,6.332764626,0,35.30484772,4.730521202,0.012790995,107.9715347,13.3665905,2.54540801,15.9119978,666.6229858,0,785.428833,38229.98438,562.710144,0,0,0,0.201412499,0.509316742,0.001180693,0,0
8,Rastenburg,1,94.37999725,37.29999924,635.0999756,1525,5.025067806,0.167350218,95.53379822,0.4141469,78.08462524,1.442037582,24.61114883,53.04374695,42.12062073,99.90587616,0.129420906,0.14589265,0.192954794,22.14744568,10.65718842,6.322313786,0,35.20373917,3.769077539,0.08836218,133.7160645,16.87717628,3.612453938,20.48962975,670.149231,0,813.6190796,42496.98438,556.8599854,0,0,0,3.964985847,0.403614461,0.001143053,0,0
9,Friedland,1,95.02999878,36.66999817,628.3200073,1525,5.063004494,-0.700376987,98.32656097,0.429030329,81.48747253,4.580786705,24.28850555,51.39827728,40.67027664,99.95282745,0.119050287,0.195422187,0.116804056,32.77926254,10.70367146,6.304119587,0,34.84749985,8.300944328,0.096139982,129.8600006,16.88698769,3.451425314,20.33841324,668.7272339,0,802.1313477,44519.00391,546.8199463,0,0,0,0.739010334,0.469273746,0.002269735,0,0
10,Preussisch Eylau,1,94.93000031,36.04000092,604.5200195,1525,5.069620132,-1.082793474,97.55378723,0.26416254,79.11824036,2.297812223,25.90421486,52.35484695,44.98724365,99.93848419,0.083229296,0.12484394,0.22073856,15.36666107,10.91996765,6.259237289,0,34.21277237,1.984717727,0.045660205,127.4062195,13.14598751,2.61508441,15.76107311,669.3280029,0,806.9647827,55269.01172,522.8200073,0,0,0,1.16159153,0.469635636,0.000811715,0,0
11,Heiligenbeil,1,95.08000183,34.79999924,567.2999878,1525,5.017457008,1.409107089,97.20124817,0.343552381,77.01447296,2.096645832,25.68984032,52.72763443,48.05794525,99.94529724,0.065646946,0.113788046,0.277905434,14.39418793,10.7298317,6.181692123,0,33.08783722,4.310883522,0.039980009,112.1210098,13.86306858,4.012993336,17.87606239,666.977478,0,788.2180786,45699,483.8099365,0,0,0,1.400468349,0.545454562,0.002207993,0,0
12,Braunsberg,1,94.91000366,34.59000015,555.5499878,1770,4.922210693,0.423087984,10.57838917,0.941741645,83.49384308,1.360324264,23.34337425,51.86060715,58.8931694,99.95996094,0.106756136,0.154415131,0.188729599,41.11827087,10.86773014,6.157931805,0,32.82936859,4.669476509,0.04291293,164.1946716,17.66296196,3.802085638,21.46504593,676.6903687,1,868.6182251,52456.00781,472.4499512,0,0,1,88.44174194,0.537572265,0.001057217,0,3.17E-05
13,Heilsberg,1,94.48000336,35.95000076,589.8099976,1770,5.074685574,1.514668107,5.62437582,0.802425742,82.61447906,2.498224258,24.51096535,51.60670471,58.84147263,99.97966003,0.072107382,0.17379728,0.247753575,18.63143921,10.89833069,6.234292984,0,33.96556091,3.513953924,0.0042746,131.2679596,14.34128475,2.265537977,16.60682297,671.5911865,0,825.4360962,54086.00391,509.9399414,0,0,0,93.56764984,0.486486495,0.0009129,0,0
14,Rossel,1,94.34000397,36.91999817,620.6900024,1770,4.836874485,4.303118706,11.73707962,0.88260901,68.93870544,1.963293791,25.65841293,51.19941711,55.20354462,99.95748901,0.087046295,0.184214249,0.174092591,27.72525787,10.80768585,6.295874596,0,34.8303299,4.757660389,0.048564907,138.3410034,17.73104858,3.457821608,21.18886948,666.9857788,0,788.2835083,49399.01953,542.3299561,0,0,0,87.36209106,0.453125,0,0,0
15,Allenstein,1,93.86000061,35.76000214,569.710022,1770,5.281424046,6.010918617,7.334823132,0.636566877,59.83506393,2.566412687,26.56414795,50.11175919,53.0943222,99.92489624,0.048278943,0.151989266,0.110862762,17.00312996,10.93176651,6.199981689,0,33.56433487,5.017287254,0.00380503,106.0799103,14.02153683,2.804307222,16.82584381,670.78479,0,818.8065796,55924.98438,492.7400208,0,0,0,92.01251984,0.488038272,0,0,0
16,Ortelsburg,1,93.47000122,36.64999771,594.5300293,1525,5.015007019,4.376063824,90.75982666,0.720404029,63.60958099,1.881128788,28.79399681,51.30701828,56.27226257,99.94775391,0.14249751,0.167830393,0.125081137,10.3579855,11.05341053,6.254693985,0,34.25675201,6.737775326,0.028104549,56.34392929,9.567591667,2.264423609,11.83201504,668.9072876,0,803.5769043,63158.99219,520.4500732,0,0,0,7.574534416,0.482926816,0,0,0
17,Neidenburg,1,93.12999725,35.65999985,552.5999756,1525,5.095828056,4.578863621,84.86465454,0.985848606,60.45018387,1.967031837,27.8639946,50.4796257,50.35235977,99.13381958,0.140564159,0.146262705,0.129167065,12.55579853,10.87132645,6.173452854,0,33.21015549,5.99404335,0.14383316,85.50337219,11.78532887,3.078928471,14.86425686,663.7678833,0,763.321167,52644.99609,479.8400574,0,0,0,14.09630489,0.396551728,0,0,0
18,Osterode a. d. Drew.,1,93.73000336,34.85000229,534.3400269,1525,5.19327879,2.423252821,90.81095123,1.112724543,54.39177322,1.174507618,28.10536957,51.46311569,47.2173996,99.97001648,0.086808294,0.146784931,0.151519924,17.45635986,11.0565567,6.125077248,0,32.66490555,3.098147392,0.085810125,93.08669281,13.50729275,3.537717342,17.04501152,665.3074341,0,775.1637573,63358.01563,457.1800232,0,0,0,7.88377142,0.496402889,0.000644704,0,0
19,Mohrungen,1,94.11000061,34.77999878,540.5200195,1525,4.969405651,0.209796429,96.42318726,0.798396111,74.79203033,1.759137154,25.97093964,52.8236618,51.09557343,99.96451569,0.104678594,0.159679219,0.18096979,16.08856964,10.93956852,6.133896828,0,32.73145676,5.260076046,0.224235356,100.6801987,16.47233009,2.569737196,19.04206657,664.2694702,0,767.1594849,56363.01953,461.230011,0,0,0,2.409381866,0.497536957,0,0,0
20,Preussisch Holland,1,94.36000061,34.31000137,530.6500244,1525,5.148011208,0.808368981,95.85579681,0.783917308,87.19260406,1.063507438,25.86702728,51.41060257,47.73809433,99.93935394,0.080862537,0.123539984,0.15274033,16.15004539,10.70369339,6.10842514,0,32.37491989,0.962725282,0.015635587,154.3340454,15.82321358,3.085422277,18.90863609,670.5872192,0,817.1904907,44519.98047,449.6300659,0,0,0,3.214285851,0.519336998,0,0,0
21,Heydekrug,2,96.59999847,37.47999954,699.8499756,1525,4.511960983,1.257877946,95.37677002,0.463603288,58.18087387,2.108535528,24.19957924,52.855896,41.73966599,99.79508972,0.161364689,0.171610057,0.243327692,0,10.57239342,6.420336723,0,36.20568085,8.995294571,0.040582065,92.84645081,8.359904289,5.084352493,13.44425869,662.0786133,0,750.5349121,39042.00391,614.2098999,0,0,0,3.762614727,0.469767451,0,0,0
22,Niederung,2,96.06999969,37.83000183,695.4000244,1525,4.815909863,1.495157599,97.96042633,0.416278601,57.73936462,2.692707062,24.9615097,52.65068817,36.96706009,99.88785553,0.226197049,0.165370941,0.220494598,0,10.87064266,6.41576767,0,36.34328079,7.816743374,0.025577629,108.6056671,10.41862106,2.890272141,13.3088932,664.1747437,0,766.4331055,52609.00781,611.4099121,0,0,0,0.665285408,0.538258553,0,0,0
23,Tilsit,2,96.13000488,38.18000031,708.5,1525,4.627727032,-1.643221855,95.54380798,1.008138299,68.51673126,2.977739811,23.51685715,52.4677887,43.34994888,99.7133255,0.176782563,0.172004655,0.194301546,32.25246429,11.04753494,6.43712759,0,36.70243454,6.605992317,0.022900514,203.4080811,18.74570465,6.654234886,25.39994049,665.1813354,0,774.1869507,62788.98438,624.6101074,0,0,0,2.662886858,0.470588237,0,0,0
24,Ragnit,2,96.06000519,38.45000076,715.1400146,1525,4.961738586,-2.251949787,98.36040497,0.551621497,62.91789246,1.922977686,25.95293236,52.08528137,43.15626526,99.8129425,0.13361074,0.164150327,0.156515434,7.037468433,10.86649036,6.448335648,0,36.93507004,6.747870922,0.035080027,94.37944794,10.82657242,4.512168407,15.3387413,664.192627,0,766.5701904,52391.01563,631.6501465,0,0,0,0.824569046,0.49465242,0,0,0
25,Pillkallen,2,95.59000397,39.29000092,731.460022,1525,4.97652483,-2.976021051,98.67737579,0.198618695,70.06988525,2.916145802,24.1502285,51.39033127,41.84760284,99.30031586,0.12187966,0.144449964,0.214417905,8.104996681,10.69887543,6.477034092,0,37.5573082,7.003358841,0.014702279,95.4054718,10.40921402,2.332761526,12.74197578,667.9575806,0,795.9813843,44306,650.0401001,0,0,0,1.105944991,0.50999999,0,0,0
26,Stalluponen,2,95.36000061,39.39999771,729.6199951,1525,5.013037205,-0.546521842,97.85165405,0.775667131,76.59079742,3.912032843,26.06512833,51.8566246,45.228405,99.41203308,0.13342379,0.162822247,0.232926264,8.502940178,10.69693279,6.475571632,0,37.57183838,1.256710649,0.02539747,109.1959381,13.23208237,5.008381367,18.24046326,662.7793579,0,755.8126831,44220.01563,649.0901489,0,0,0,1.130710125,0.501992047,0,0,0
27,Gumbinnen,2,95.27999878,38.75,705.5800171,1525,5.122258186,-0.088949129,99.38951874,0.373071074,80.43675995,2.316538095,23.68577194,51.96074295,45.59521484,99.92581177,0.105986089,0.116584703,0.154739693,19.19620132,10.76164055,6.437527657,0,36.92099762,2.346666574,0,164.8337555,15.78150845,3.783400297,19.56490898,666.203064,0,782.1375732,47176,624.8600464,0,0,0,0.139901653,0.461883396,0,0,0
28,Insterburg,2,95.34999847,38.06999969,684.1099854,1525,4.960487366,1.062252164,98.87704468,0.46116066,75.3197403,1.792599082,24.6601181,51.712883,42.73073196,99.88171387,0.140743837,0.145235673,0.194645748,21.61915398,11.10927868,6.401237011,0,36.29974365,6.799381733,0.015981589,149.8050995,17.23774147,5.929169655,23.16691208,669.15271,0,805.5514526,66788,602.5899658,0,0,0,0.323411375,0.515243888,0.000833326,0,0
29,Darkehmen,2,94.97000122,38.43000031,687.4500122,1525,5.067485332,-0.786274016,99.23473358,0.313189358,76.47212982,2.286925077,25.4527626,52.82823563,39.63343048,99.95098114,0.111658812,0.182466835,0.177020073,8.382580757,10.51104927,6.409549713,0,36.49697113,5.541360378,0.006565988,107.3604813,10.69599438,2.06828618,12.76428127,669.5770264,0,808.9768066,36718.98828,607.6199951,0,0,0,0.068084642,0.590909064,0,0,0
30,Angerburg,2,94.62000275,37.95000076,663.0599976,1525,5.056058884,-0.668025076,99.3612442,0.285625249,78.20371246,4.939265728,25.82312012,52.17594528,47.40600204,99.95585632,0.119443297,0.420648098,0.171375155,10.39935589,10.55872536,6.370397568,0,35.90829086,5.664122105,0.012621482,85.79051208,12.15448666,1.994194031,14.14868069,665.0063477,0,772.833374,38512.00781,584.2901001,0,0,0,0.132426262,0.44094488,0,0,0
31,Goldap,2,94.79000092,38.95000076,701.8900146,1525,4.946567535,-1.752113342,99.07247162,0.286817938,69.98622894,2.152525425,26.17676163,52.37434387,51.66423798,99.89360046,0.092521913,0.131843731,0.185043827,10.52205467,10.67435932,6.434819221,0,36.92070389,3.881366968,0,90.00799561,13.49376583,2.603653193,16.09741974,666.3636475,0,783.3945313,43232.99609,623.1699219,0,0,0,0.47186175,0.516279042,0,0,0
32,Oletzko,2,94.31999969,39.27999878,704.5499878,1525,4.985342026,-2.932336569,97.87156677,0.476165682,70.86706543,1.390007377,25.68432617,52.14404297,52.06338882,99.86990356,0.137905911,0.145711899,0.174333885,10.20243549,10.55664539,6.442651749,0,37.04889679,6.295949936,0.030013807,102.4289627,11.88546753,2.47914052,14.36460781,670.1870728,0,813.927063,38431.98828,628.0700684,0,0,0,1.634055018,0.560606062,0,0,0
33,Lyk,2,93.94000244,39.04000092,689.289978,1525,5.106033325,0.446193069,96.8401947,0.62364608,79.96530151,3.428753138,24.24560738,51.30089951,51.12365341,99.79868317,0.188187927,0.210070238,0.072211646,12.57139111,10.7298317,6.420629978,0,36.67417526,1.765402794,0.004560379,100.2242203,12.02116013,3.762312889,15.78347397,671.3616943,0,823.5439453,45699,614.3900146,0,0,0,2.032867193,0.471962631,0,0,0
34,Lotzen,2,94.30999756,37.99000168,658.1500244,1525,5.127255917,0.484441489,98.40063477,0.594342291,73.57307434,2.69885397,24.7659626,52.10315704,46.31788254,99.95919037,0.102033012,0.114787139,0.096931353,15.25393486,10.57650852,6.364372253,0,35.82836914,4.412955284,0.046261493,87.33747101,13.5488348,3.018562555,16.56739807,667.7186279,0,794.081665,39203,580.7801514,0,0,0,0.831568956,0.445378155,0,0,0
35,Sensburg,2,94.02999878,37.18999863,623.8699951,1525,4.84826088,2.24587822,92.45598602,0.486710668,61.56801605,1.97276938,26.9510746,52.17750168,50.5861702,99.91535187,0.122735739,0.179871336,0.122735739,11.39749432,10.76333523,6.304887295,0,34.96975708,6.412288189,0.005329354,108.2933884,12.57727623,2.20102334,14.77829838,664.9609375,0,772.4825439,47256.01563,547.2399292,0,0,0,6.852039814,0.55440414,0,0,0
36,Johannisburg,2,93.58999634,38.06000137,648.3800049,1525,4.990884304,2.156036139,98.61778259,0.721549511,67.5604248,2.371697426,25.74804497,51.45549774,53.91327667,99.91657257,0.153329268,0.216464862,0.160093799,12.9878912,10.69984531,6.353691578,0,35.6203537,5.033192635,0.06985116,91.79582977,10.14991093,2.331954241,12.48186493,666.8662109,0,787.3415527,44348.99609,574.6100464,0,0,0,0.651649415,0.493775934,0.000596353,0,0
37,Elbing,3,94.54000092,33.86999893,520.8400269,1793,4.688830853,5.153958321,77.6051178,0.817864478,83.81983948,1.186915398,23.34126854,51.59848785,50.22126389,99.90068817,0.121219203,0.109535418,0.157731012,49.48226166,11.13416576,6.083291531,0,32.02069855,1.379365921,0.247214913,134.5595856,32.28188705,9.040555954,41.3224411,681.9459839,1,915.4903564,68471.01563,438.4700623,0,1,1,18.34207153,0.493243247,0.003227316,0,0.000161366
38,Marienburg i. Pr.,3,94.30999756,33.22999954,492.6199951,1793,4.941959381,-0.720909774,51.69092941,0.922169566,77.90927124,0.522461236,25.28722,51.53240585,41.61354065,99.96590424,0.131251484,0.289776027,0.226707131,16.90928268,10.97961521,6.017448902,0,31.33921242,3.715635777,0.006602185,250.2049866,18.05367661,5.212425232,23.26610184,675.4481201,0,857.8945313,58665.97656,410.5299683,0,0,0,38.02884293,0.421686739,0.001231239,0,0
39,Stadt Danzig,3,94.87000275,32.55000305,488.1199951,1793,4.546964645,-0.376213461,69.69823456,2.950266838,85.48822784,2.22178483,20.02360153,51.25147629,54.32087708,99.55043793,0.133745432,0.132621527,0.177577972,100,11.39611053,5.998489857,0,30.88018608,8.48469162,0.007612378,NA,35.40326691,19.34685898,54.75012589,707.9623413,1,1187.52124,88974.98438,402.8200073,0,1,1,26.33099174,1,0.200267017,0,0.020026702
40,Landkreis Danzig,3,94.87000275,32.55000305,488.1199951,1793,5.104982853,2.421281576,60.65577698,0.200695917,65.79709625,2.773144007,27.34677505,50.83601379,44.67178345,99.84752655,0.069070674,0.165508971,0.123805925,0,11.24808693,5.998489857,0,30.88018608,5.481158733,0.084530853,130.4022675,16.9562645,5.876459599,22.83272362,666.8822021,1,787.4674683,76732.98438,402.8200073,0,1,1,38.49452209,0.444999993,0,0,0
41,Pr. Stargard,3,94.19000244,32.34000015,459.6400146,1793,5.100823879,5.319069862,24.9220314,2.164873123,52.80964279,2.477948666,28.16864014,51.06206512,48.24815369,99.91851807,0.078671575,0.179820746,0.130651012,19.07785606,11.17299557,5.932165623,0,30.46104622,11.15646267,0.418015093,146.656723,18.04544258,6.485976219,24.53141785,660.7122192,0,740.3493652,71182.02344,376.9700012,0,0,0,72.56890869,0.452380955,0.001444659,0,0
42,Berent,3,94.47000122,31.36999893,437.3800049,1793,5.428022385,1.674563408,40.557827,1.710944057,48.24135208,0.384677052,28.74111748,51.15471649,50.54252243,99.97486877,0.132489651,0.379194558,0.210156009,15.63149643,10.6868639,5.863886833,0,29.63523865,7.638559818,0.165400639,83.26679993,10.01592731,2.425876141,12.44180393,664.2462769,0,766.9815674,43777.00391,352.0899963,0,0,0,57.61929703,0.524038434,0,0,0
43,Karthaus,3,94.81999969,31.77999878,462.4899902,1793,5.516756535,0.37372148,27.74482155,0.562948704,37.3969574,3.423074961,29.06489944,50.6653862,50.48545456,99.9910965,0.146081626,0.238718763,0.176366836,0,10.93547916,5.930705547,0,30.13379288,18.0638237,0.067987569,87.34885406,6.123737335,1.801670551,7.92540741,661.2064209,0,744.0172119,56133,376.4200134,0,0,0,71.65303802,0.472972959,0,0,0
44,Neustadt i. Wpr.,3,95.29000092,31.84000015,481.8200073,1793,5.346200943,1.42316246,24.89889336,0.484650016,46.46519852,0.097463675,27.76258659,51.44002914,49.14776993,99.97380066,0.124437161,0.10642653,0.173557103,10.32337284,11.01985836,5.97746706,0,30.34033394,8.038207054,0.192923218,110.446312,12.1278553,4.467926502,16.59578323,668.5087891,0,800.3810425,61075.02734,394.4400024,0,0,0,74.47073364,0.512820542,0,0,0
45,Stuhm,4,93.98999786,33.09000015,479.0899963,1772,4.78608799,-0.573080063,33.78301239,1.286924481,59.02477646,1.22205162,27.21920013,52.04590988,44.62746429,99.93540955,0.11676728,0.141611397,0.181361958,13.63195992,10.60289001,5.987632275,0,31.10129166,3.963828087,0.031137127,153.065033,14.74654388,3.487358332,18.23390198,660.6969604,0,740.2363892,40250.99609,398.4700317,0,0,0,62.9947052,0.440559447,0,0,0
46,Marienwerder,4,93.77999878,33.05999756,472.5499878,1525,5.013714314,-1.204077601,59.20978928,1.221791625,65.19081879,1.999585509,26.66210747,51.52952194,42.63961792,99.95137024,0.097257048,0.180837333,0.153483778,18.77516937,11.09445095,5.973911285,0,31.00366592,5.028454304,0.088427104,220.3810425,15.37526226,4.25923872,19.63450241,669.0494995,0,804.720459,65804.99219,393.0399475,0,0,0,39.00007629,0.497206718,0.001051525,0,0
47,Rosenberg i. Pr.,4,93.76000214,33.75999832,496.6099854,1772,5.132902622,1.637634039,90.94447327,1.802970648,68.60623169,0.710894167,26.99227333,51.26943588,49.82860947,99.93608856,0.079400428,0.164610654,0.149117872,28.69260406,10.85199356,6.035696507,0,31.65337372,4.719302177,0.065716311,163.8612061,16.85876083,4.271560192,21.1303196,670.2053833,0,814.0761108,51636.99219,418.0899048,0,0,0,7.122799873,0.456375837,0,0,0
48,Lobau,4,93.37999725,34.47999954,513.960022,1772,5.195879459,5.853240967,19.48077583,2.173955917,43.14618301,4.466104984,28.35414696,50.40342331,48.44055176,99.43185425,0.094691366,0.161764428,0.138091579,14.51934242,10.83350372,6.083428383,0,32.19742203,7.247618198,0.082219936,103.0905228,11.75745106,3.473792315,15.23124409,658.8602295,0,726.7643433,50691.00391,438.5300598,0,0,0,78.23085022,0.482142866,0,0,0
49,Strasburg,4,92.93000031,33.86000061,483.0400085,1772,5.051523209,5.968869686,29.89479828,3.270578384,43.38319397,1.668258548,28.06101418,50.22369003,44.6353035,97.99214935,0.134365499,0.169483751,0.131311744,19.95633125,11.08969879,6.016376495,0,31.46609879,14.12529564,0.067972809,126.5001678,12.93082809,3.482606888,16.41343498,660.7438354,0,740.5834961,65493.01563,410.0899353,0,0,0,66.43152618,0.537777781,0.000743848,0,0
50,Thorn,4,92.51999664,32.48000336,425.3699951,1793,5.146649837,7.885730267,43.40587997,2.763686419,60.78993607,2.45181489,26.97094917,49.60059357,35.65784073,98.34378815,0.075737007,0.127181008,0.111462012,28.00983238,11.15595055,5.870398045,0,30.05049896,5.94348526,0.065272376,203.3721466,20.39217758,7.242514133,27.63469315,677.8673096,1,878.9017334,69979.00781,354.3900146,0,0,1,53.58750153,0.443243235,0.00264492,0,0.000105797
51,Kulm,4,93.11000061,32.18000031,425.6400146,1772,5.167502403,2.722073793,44.18276978,2.248878241,57.39790726,2.461709738,27.54143524,50.73894119,38.91584778,99.93041229,0.078747369,0.15200074,0.13551873,22.15914345,10.90788078,5.856274605,0,29.96279907,9.033240318,0.056880333,182.8759766,13.38000488,4.038503647,17.41850853,671.3121948,0,823.1364136,54605.00391,349.4199829,0,0,0,52.56661606,0.532110095,0.004508007,0,4.51E-05
52,Graudenz,4,93.36000061,32.72999954,450.9700012,1772,5.331280708,2.558071613,56.22646332,2.124311686,62.21360397,2.54098177,25.55535126,49.40489197,39.84297943,99.86608124,0.100440264,0.14396438,0.123876318,33.41480255,10.99770641,5.923399925,0,30.55673027,5.066779613,0.145011604,180.7069855,16.07453537,4.93039465,21.0049305,660.8914795,0,741.6777344,59736.97266,373.6800537,0,0,0,41.38306427,0.435483873,0.001206098,0,0
53,Schwetz,4,93.20999908,32.20000076,428.5,1772,5.151655197,3.447209597,45.72623825,2.094767332,58.91188431,1.070700884,29.32945824,51.58262253,47.64304733,99.94430542,0.101885557,0.190186381,0.592294753,12.9924469,11.206563,5.862493992,0,30.01362038,7.30136013,0.091675185,127.9983139,13.27879906,4.146539211,17.42533684,662.5640869,0,754.1873779,73611.97656,351.5999451,0,0,0,51.25251389,0.549645364,0,0,0
54,Konitz,4,93.72000122,30.65999985,389.6099854,1772,5.293937206,4.171753883,22.03002167,3.09671402,51.67740631,4.161552429,28.67531776,51.5483551,53.29652405,99.95057678,0.077664971,0.265472978,0.151093662,13.86813927,11.16785431,5.726424217,0,28.73455238,8.75506115,0.066105768,130.3521423,12.89663506,4.128605843,17.02523994,659.5575562,0,731.8499756,70817,306.8699951,0,0,0,74.87044525,0.583673477,0.00044138,0,0
55,Schlochau,4,93.66999817,30.28999901,376.019989,1772,5.244766712,1.446524024,56.0969162,2.679562092,73.67889404,1.718125701,28.28610802,51.00939178,53.98539352,99.98840332,0.097709611,0.243445992,0.144080281,19.681036,11.00846291,5.67996788,0,28.37264252,7.939914227,0.187565759,115.5386353,14.88174248,3.26638937,18.14813232,663.6815796,0,762.6626587,60383,292.940033,0,0,0,41.052948,0.558011055,0.000468419,0,0
56,Flatkow,4,93.12000275,29.73999977,340.8999939,1772,5.360572338,3.509001493,58.58174133,4.009288788,68.59583282,2.661123514,28.94333649,51.02285767,53.95320511,99.98420715,0.099521354,0.210100621,0.169028312,20.75731087,11.0556879,5.562487602,0,27.69388771,5.79790163,0.138026223,130.5138397,12.3231535,3.536922216,15.86007595,660.4345093,0,738.2962036,63302.99219,260.4699707,0,0,0,37.14041901,0.485029936,0,0,0
57,Dt. Krone,4,92.97000122,28.75,303.1600037,1772,5.280874729,-1.03057313,59.8758049,3.209240675,82.24292755,2.266849279,27.29671669,51.57696533,56.54963303,99.95733643,0.075846158,0.158012837,0.205416679,26.98227119,11.05541897,5.402001381,0,26.72887421,7.324475288,0.146112233,151.1060791,18.44963074,3.70414257,22.15377426,664.8061523,0,771.2877808,63285.97266,221.8499756,0,0,0,36.843853,0.497041434,0,0,0
58,Berlin,5,91.66999817,23.40999985,89.98000336,1525,4.638222218,17.63916206,88.71918488,4.359096527,97.96019745,0,19.2886467,49.48429108,43.60306549,97.58647156,0.072851285,0.059660599,0.121862523,100,13.62476254,0,0,21.45994759,0.074770063,0.047117896,NA,50.12440109,19.21992874,69.34432983,755.6539307,0,1913.213013,826340.75,1,0,0,0,6.61179781,0,0.067533344,0,0.0015195
59,Prenzlau,5,93.04999542,24.19000053,180.9900055,1525,4.792246342,-4.35903883,98.29533386,0.822160602,91.94306946,1.106634855,24.1726532,50.75144958,51.65657806,99.42863464,0.092398785,0.073541895,0.13954103,39.56176758,10.87863159,4.536034584,0,22.50879478,1.021237135,0.108261473,350.0315552,20.99899292,4.920297146,25.91928864,691.6265259,0,1008.546265,53030.98047,93.32001495,0,0,0,0.688276649,0.516304374,0,0,0
60,Templin,5,92.72000122,23.55999947,151.2299957,1525,4.514784336,-4.900519371,98.26261139,0.397962421,89.47600555,2.355077982,26.13134956,52.10351181,57.05871582,99.48833466,0.095510982,0.065948054,0.200118244,20.43707657,10.6913538,4.206631184,0,21.84483337,3.061353683,0.048363697,228.5174103,19.807621,12.73039913,32.53802109,683.9335938,0,933.8687744,43974,67.13001251,0,0,0,0.263792217,0.536585391,0.000696597,0,0
61,Angermunde,5,92.54000092,24.43999863,158.3500061,1525,4.724107265,-2.740460396,98.2674942,0.935550988,92.80612183,1.203452826,25.00945091,50.86467743,59.02633667,99.85510254,0.059850059,0.088200092,0.118125111,36.72746277,11.05866909,4.22508049,0,22.61677551,1.267390847,0.017806903,241.7133636,26.83143997,7.411232471,34.24267197,691.8162231,0,1010.461304,63491.99219,68.38000488,0,0,0,0.607950628,0.598639429,0.002295368,0,0
