kreiskey1871,county1871,rbkey,lat_rad,lon_rad,kmwittenberg,zupreussen,hhsize,gpop,f_prot,f_jew,f_rw,f_miss,f_young,f_fem,f_ortsgeb,f_pruss,f_blind,f_deaf,f_dumb,f_urban,lnpop,lnkmb,poland,latlon,f_over3km,f_mine,inctaxpc,perc_secB,perc_secC,perc_secBnC,lnyteacher,rhs,yteacher,pop,kmb,uni1517,reichsstadt,hansestadt,f_cath,sh_al_in_tot,ncloisters1517_pkm2,school1517,dnpop1500
116,Butow,8,94.55000305,30.52000046,413.9700012,1773,5.322388649,-2.648125887,80.90920258,1.730633855,72.03958893,6.719863415,27.35891914,51.74098587,47.39783859,99.97515869,0.095226265,0.306380153,0.165610895,19.02869225,10.09216404,5.79057169,1,28.85666275,5.986645222,0.056837559,139.7298737,15.45981598,3.614868641,19.07468414,664.7876587,0,771.1451416,24153.00391,327.2000427,0,0,0,17.16971016,0.430769235,0,0,0
117,Rugen,9,94.98000336,23.45000076,288.4700012,1815,4.627278328,-2.867284298,99.61268616,0.045952864,84.03678131,0.023345394,25.01367569,51.83702087,41.77553177,99.84244537,0.105035119,0.072211646,0.177246764,12.37007332,10.7298317,5.35252142,1,22.27280998,3.515827656,0.019863931,232.3955078,18.67209625,7.88598156,26.55807686,676.9541626,0,870.9125977,45699,211.1399994,0,0,0,0.31948182,0.437888205,0.002067761,0,0
118,Franzburg (incl Stralsund),9,94.58000183,22.48000145,258.269989,1815,4.466997147,-3.826930285,98.19228363,0.226139486,87.14021301,0,23.33590889,52.68909454,49.00765228,99.4339447,0.081466392,0.09832152,0.250017554,53.00512695,11.17317772,5.240741253,1,21.26158524,2.668845415,0.090744101,239.977478,17.25205421,14.76993752,32.02199173,676.9822998,0,871.1576538,71194.99219,188.8100128,0,0,0,1.380715013,0.492146611,0,0,9.82E-05
119,Greifswald,9,94.41999817,23.36000061,252.8000031,1815,4.682425976,-2.305823088,98.6402359,0.2505804,85.18849182,1.045501471,24.9253788,51.69694519,45.70697021,99.59649658,0.105022661,0.068172604,0.257950395,51.25474548,10.90180016,5.166897774,1,22.05651283,1.3349123,0.249873117,296.6092529,25.03025818,10.31116962,35.34142685,688.006958,1,972.6940308,54273.97656,175.3699493,1,0,1,0.969156504,0.502702713,0.005146522,0,0
120,Grimmen,9,94.44000244,22.76000023,250.6799927,1815,4.805196285,-4.547555447,99.72560883,0.078013606,78.50646973,0.814021766,26.63492203,51.60734558,40.71503448,99.41355133,0.110295109,0.064562991,0.180238351,27.03306198,10.52333832,5.184924603,1,21.49454308,2.995867729,0.165212795,203.4838867,19.09859848,3.409992218,22.5085907,678.041626,1,880.4351196,37173.01172,178.5599823,0,0,1,0.190998852,0.515463889,0,0,0
121,Wreschen,10,91.31999969,30.68000031,342.6400146,1793,5.382526875,3.910324812,8.302951813,4.447385788,52.4395752,6.71786356,29.11401939,51.76047516,44.30155563,99.63791656,0.154821962,0.202267379,0.119862162,19.48009872,10.59778404,5.64876318,1,28.01697922,4.529736996,0.038610037,123.8863602,13.7966547,3.880308867,17.67696381,666.5102539,0,784.5438843,40046,283.9400635,0,0,0,87.24966431,0.505208313,0,0,0
122,Pleschen,10,90.70999908,30.54000092,334.769989,1793,5.062970638,5.817854881,14.43467426,3.046448469,50.18252563,1.053342938,29.86794472,52.19821167,50.79429626,99.86924744,0.125845775,0.117673978,0.125845775,16.67048073,11.02167416,5.653015137,1,27.70283508,8.836594582,0.012923793,119.3416748,10.95076084,3.308490992,14.25925159,665.6438599,0,777.776001,61186.02734,285.1499329,0,0,0,82.06452942,0.505836546,0,0,0
123,Schroda,10,91.13999939,30.14999962,320.75,1793,5.21928072,4.623323441,16.04265213,1.771201611,55.98791122,3.36262989,28.20543671,51.40677643,41.39859009,99.9680481,0.09584856,0.157750756,0.129794925,17.69204712,10.82135677,5.579012394,1,27.47871017,6.660798073,0.148723856,134.6344299,8.649971008,2.677029371,11.32700062,666.689209,0,785.9491577,50078.98828,264.8099365,0,0,0,82.18614197,0.481751829,0,0,0
124,Schrimm,10,90.90999603,29.69999886,302.0799866,1793,5.126866817,3.043027639,17.92186165,3.738706589,58.49961472,2.256387949,28.60388184,51.68120193,49.42341614,99.85780334,0.11965248,0.168207124,0.130057052,26.66689873,10.96244049,5.522260666,1,27.00026894,8.470100403,0.294745833,118.6761017,12.36651039,4.164886951,16.53139687,668.6066895,0,801.164978,57667.00781,250.2000122,0,0,0,78.33596802,0.495833337,0,0,0
125,Kosten,10,90.90000153,29.05999947,276.9100037,1793,5.068698883,2.701696157,13.46438694,1.31908977,59.67745972,4.039478302,29.11667824,52.46743393,53.43446732,99.91085052,0.111812875,0.164697349,0.155631438,17.89006042,11.10016346,5.419295311,1,26.41553879,8.270944595,0.032115329,143.7718811,12.62132549,3.143734217,15.76505852,665.5516357,0,777.059082,66181.97656,225.7200012,0,0,0,85.2074585,0.486381322,0.002583646,0,0
126,Buk,10,91.38999939,28.82999992,271.6000061,1793,4.908343315,2.12221694,33.33794022,3.164677382,68.98434448,3.299419165,28.01050186,52.75613785,59.75401306,99.93953705,0.069097757,0.103646636,0.08291731,19.96061516,10.96628284,5.354650497,1,26.34773827,5.253471851,0.008635951,128.582489,12.52213001,3.674597263,16.19672585,674.3673096,0,848.6723022,57889.01172,211.5900116,0,0,0,63.48183823,0.458064526,0,0,0
127,Stadt Posen,10,91.44999695,29.46999931,297.019989,1793,5.2067976,5.585106373,36.13013077,12.86940765,83.82022858,1.651883364,17.20651436,48.54187775,39.71334457,99.22837067,0.092241101,0.195125416,0.147230998,100,10.93976307,5.46480608,1,26.95031548,0,0.009132976,NA,33.85594177,14.98416996,48.84011078,720.0308228,0,1339.843628,56373.98438,236.2300415,0,0,0,50.96853256,0,0,0,0.033862434
128,Landkreis Posen,10,91.44999695,29.46999931,297.019989,1793,5.063615322,7.957009792,17.10922623,1.913555145,52.55974579,3.576005697,28.50421906,51.24663162,42.08059692,99.86431885,0.10572128,0.148009807,0.322449893,7.589025974,10.94646358,5.46480608,1,26.95031548,6.316781998,0.068425454,135.4887543,17.24321365,4.113130093,21.35634422,672.5044556,0,833.0090942,56752.98828,236.2300415,0,0,0,80.96840668,0.469298244,0,0,0
129,Obernik,10,91.87999725,29.33999825,297.8399963,1793,5.220123768,1.504854441,35.53323746,4.921714306,56.83696747,0.146169499,27.45098114,51.4004097,46.39552689,99.96465302,0.108123839,0.095648013,0.168423682,20.21915817,10.78089237,5.439686775,1,26.95759201,6.002624035,0.110126384,140.2758789,12.23451614,3.634170771,15.86868763,668.4168091,0,799.6451416,48093.02344,230.3700104,0,0,0,59.53673172,0.444444448,0,0,0
130,Samter,10,91.81999969,28.93000031,281.5400085,1793,5.12821579,3.464828491,28.43207169,5.611071587,59.02801132,2.097672939,27.40899277,52.21072388,45.68165588,99.97224426,0.077325717,0.146720588,0.130858913,23.04108238,10.82846069,5.367703438,1,26.56352615,9.915570259,0.081616975,135.2376556,13.64923859,4.911421776,18.56065941,669.100708,0,805.1326904,50436.01172,214.3699951,0,0,0,65.82401276,0.467032969,0,0,0
131,Birnbaum,10,91.80999756,27.75,237.5,1793,4.925672054,-1.341123581,49.1032486,3.207654476,75.89971924,2.234621048,25.96471977,52.45842743,53.89997864,99.94520569,0.075870931,0.13277413,0.105376296,30.3778801,10.76741028,5.127707005,1,25.47727585,7.837226868,0.273030102,161.6183929,19.11210632,5.247638226,24.35974503,669.3408813,0,807.0687256,47448.98047,168.6300049,0,0,0,47.65959549,0.5,0.000773844,0,0
132,Meseritz,10,91.52999878,27.15999985,210.4799957,1793,4.774467945,0.62780267,54.51066971,2.386852741,77.26410675,2.55455184,25.88148499,52.28033829,59.26047134,99.9543457,0.143472031,0.115212381,0.204338953,28.95960999,10.7364397,4.98490715,1,24.85954857,6.081743717,0.180813149,165.7255249,16.00971222,4.241359711,20.25107193,674.2236938,0,847.4543457,46001.98047,146.1900024,0,0,0,43.04595566,0.549180329,0,0,0
133,Bomst,10,91.04999542,27.63000107,221.8899994,1793,4.678325653,-0.634714544,43.79196548,1.894530416,73.36669922,1.889459252,26.81559372,52.83090973,65.19798279,99.98548126,0.116139799,0.1052517,0.107066378,22.08652496,10.91701412,5.130608559,1,25.15711403,3.458711624,0.037176449,114.3256073,13.03034592,3.42023325,16.45057869,668.3686523,0,799.2601929,55106.01172,169.1200104,0,0,0,54.26632309,0.486486495,0,0,0
134,Fraustadt,10,90.41999817,28.49000168,254.6399994,1793,4.599128723,0.483980268,40.0908699,3.890119791,79.76901245,1.400460601,23.30539894,52.89149857,58.00661469,99.94380188,0.102751821,0.07545837,0.136467263,37.83514786,11.03949165,5.367656708,1,25.76066017,1.613508463,0.048067018,163.8645477,19.87914658,4.964636326,24.84378242,674.9124756,0,853.3115845,62285.98047,214.3599701,0,0,0,55.92588806,0.540816307,0.000999121,0,0
135,Kroben,10,90.55000305,29.69000053,301.4299927,1793,4.734248161,1.462315679,30.1530323,2.826639175,69.37014008,3.189324617,26.17100716,51.72244263,58.50717545,99.92022705,0.115671501,0.128967077,0.162205994,34.40096664,11.2280798,5.543926716,1,26.88429642,9.445611954,0.028696051,152.8707428,15.46430111,4.993113041,20.45741463,669.3753662,0,807.3471069,75213.03125,255.6800079,0,0,0,66.98709106,0.48120302,0,0,0
136,Krotoschin,10,90.23000336,30.43000031,331.7200012,1793,4.928192139,2.450667858,25.86324501,4.658116341,62.23128891,4.491745472,27.55255318,52.21977997,58.03749084,99.95446777,0.148744017,0.15936859,0.145708427,33.38240814,11.09566593,5.669466972,1,27.45698929,2.090637684,0,163.5346832,14.67919159,3.683090925,18.3622818,676.890564,0,870.3588867,65884.99219,289.8799744,0,0,0,69.4756012,0.490797549,0.001048262,0,0
137,Adelnau,10,90.01000214,30.82999802,349.1799927,1793,5.154243469,7.080481052,19.4239521,3.87027669,57.71398544,3.007847548,28.88539505,51.36582947,62.58789825,99.83586121,0.141679779,0.138224155,0.152046576,24.37410355,10.96607494,5.73589468,1,27.75008011,3.463904142,0.063288465,120.851532,11.72524357,3.88591218,15.61115551,667.4649048,0,792.069397,57876.97656,309.7900085,0,0,0,76.69713593,0.435374141,0,0,0
138,Schildberg,10,89.74000549,31.29999924,370.1499939,1793,5.039076805,5.693565845,18.88592911,6.017137051,57.47070313,2.858237743,29.21287346,52.08948135,63.6275177,99.7989502,0.071803547,0.134033293,0.121268213,20.10818481,11.0456543,5.809882641,1,28.08862114,16.06546402,0.027569909,93.87169647,9.740055084,4.545096874,14.28515148,669.036438,0,804.6153564,62671.01172,333.5799866,0,0,0,75.08097839,0.394285709,0,0,0
139,Czarnikau,11,92.33000183,28.89999962,290.769989,1792,5.062829971,0.967906952,61.73016357,4.347133636,70.71137238,3.485082388,27.82628822,51.78475952,57.64513779,99.93483734,0.073852032,0.154944465,0.165081024,17.99672699,11.1426878,5.377267361,1,26.6833725,6.043388367,0.023002608,149.2406769,15.53442764,6.11102581,21.64545441,669.6022339,0,809.1807861,69057.01563,216.4300385,0,0,0,33.91690826,0.553333342,0,0,0
140,Chodziesen,11,92.48999786,29.53000069,316.9899902,1792,4.961904049,-0.1041568,59.25876617,5.110900402,68.45495605,3.313268661,27.5639801,51.36872101,52.50236893,99.94503021,0.106161132,0.149763033,0.221800938,35.47108841,10.87331867,5.489516258,1,27.31229591,3.585237265,0.350461513,143.5447693,20.0552845,6.594599724,26.64988327,672.4547729,0,832.5953369,52749.98047,242.1400452,0,0,0,35.43696594,0.395348847,0,0,0
141,Wirsitz,11,92.76999664,30.12999916,345.1199951,1792,5.24002552,-0.71769923,49.49590683,4.011762142,62.88211823,4.462139606,27.90205193,51.47027969,45.98998642,99.92473602,0.091017291,0.194286913,0.136525944,22.49702454,10.95311928,5.592962742,1,27.95159912,7.052650452,0.305075347,151.8130493,15.13358688,4.631598473,19.7651844,671.1898193,0,822.1296997,57131.97656,268.5300293,0,0,0,46.43632126,0.558375657,0,0,0
142,Bromberg,11,92.69999695,31.47000122,391.3200073,1792,4.983372688,4.346253395,58.22536469,3.73515892,71.02815247,2.831232071,26.53717613,50.921875,38.67427826,99.71509552,0.126744092,0.1451599,0.123494238,37.0558548,11.43292904,5.760572433,1,29.17269135,5.393205166,0.081703164,133.4824219,23.35543251,9.93510437,33.29053497,679.1403198,0,890.1617432,92311.96094,317.5300293,0,0,0,37.71882248,0.481343269,0.002140961,0,0
143,Schubin,11,92.51000214,30.95000076,368.7200012,1792,5.136363506,2.275197506,37.23085403,4.041530132,53.97453308,3.391325474,28.90739441,51.41279221,41.54414368,99.92334747,0.125426799,0.200334474,0.165493697,23.35377312,10.95786953,5.690156937,1,28.63184738,8.186553955,0.21296297,135.8222656,13.43518448,3.069444418,16.50462914,667.0875244,0,789.0859375,57404.01563,295.9400635,0,0,0,58.65270615,0.504098356,0,0,0
144,Inowraclaw,11,92.11999512,31.85000038,395.7200012,1792,5.349839211,5.264676571,28.17660904,3.460880756,48.03899765,0.36265403,29.44294167,50.45366287,38.08404922,99.60051727,0.077024505,0.155354515,0.138383016,17.68560982,11.24633884,5.793074608,1,29.3402195,12.83444786,0.865491748,143.1194,14.15635967,3.973263979,18.12962532,679.2976074,0,891.5629883,76598.96875,328.0200195,0,0,0,68.35729218,0.467191607,0,0,0
145,Mogilno,11,91.88999939,31.36000061,374.019989,1792,5.161445618,8.589116096,24.08471107,2.724730492,47.67828369,2.904296398,29.46914482,51.07406998,35.06817245,99.85043335,0.11922051,0.130058751,0.112717576,22.93369102,10.73928356,5.731365204,1,28.8167057,14.453125,0.216770649,130.9178314,11.65274429,2.907898903,14.5606432,668.2276611,0,798.1340942,46132.98828,308.3899841,0,0,0,73.19055939,0.429787248,0,0,0
146,Gnesen,11,91.68000031,30.73999786,347.8999939,1792,5.314614773,5.221491337,18.11492348,4.085986137,50.29612732,4.482158184,27.80157089,50.43406677,39.87763596,99.82802582,0.148821831,0.211657703,0.181893334,29.0450592,11.00998497,5.650592804,1,28.18243217,15.49150753,0.041839413,158.8028412,14.73508072,4.195352077,18.93043137,671.5491943,0,825.0895386,60474.97656,284.4600525,0,0,0,77.74782562,0.453074425,0.004346201,0,2.61E-05
147,Wongrowitz,11,92.15999603,30.03000069,328.3399963,1792,5.348725796,-0.078424215,17.77246475,2.958731174,46.96279526,1.57603395,28.77507591,51.49761963,39.54040146,99.98175049,0.12046653,0.162447289,0.131418034,17.91300774,10.91120815,5.553385735,1,27.67564583,11.01950169,0.537777781,128.4672546,9.791110992,2.346666813,12.13777828,668.5300293,0,800.5510254,54786.99609,258.1099548,0,0,0,79.2542038,0.423728824,0,0,0
148,Namslau,12,89.13999939,30.93999863,364.6700134,1742,4.600468636,3.051306009,55.920578,1.270130515,79.66658783,0,26.7022171,52.31919098,53.67774963,99.93836975,0.075028807,0.069669604,0.11254321,17.39060593,10.52725792,5.822927475,1,27.579916,5.417936325,0,140.1682434,15.47490692,3.922625542,19.39753342,673.2225342,0,839.0122681,37319.00391,337.9599915,0,0,0,42.72086716,0.5390625,0,0,0
149,Wartenberg,12,89.55000305,30.93999863,358.5499878,1742,4.530029297,1.943359375,63.43327713,0.885142267,73.03340912,1.505952835,27.10221481,52.75026703,61.63425446,99.93486023,0.10728997,0.091962829,0.15135549,11.66778469,10.86274242,5.786498547,1,27.70676994,4.254918575,0.014236902,129.4794617,14.24639416,3.113135815,17.3595295,674.2871094,0,847.9918823,52195.02344,325.8699951,0,0,0,35.64709091,0.5,0,0,0
150,Oels,12,89.37000275,30.35000038,338,1742,4.389678478,2.796044827,86.05461884,0.893756092,89.79325867,1.053492904,24.27856636,51.74646378,48.79412842,99.86213684,0.077448532,0.063507803,0.137858391,21.6731987,11.07533455,5.736894608,1,27.12379456,1.597699285,0.003230183,201.2373505,18.88041878,4.926028728,23.80644608,684.6419678,0,940.5075684,64558.98438,310.0999451,0,0,0,12.93700314,0.395833343,0,0,0
151,Trebnitz,12,89.55000305,29.78000069,313.2600098,1742,4.24553442,-0.127383694,78.6198349,0.304587871,85.31770325,0.543234468,23.6055584,52.63468552,48.60270309,99.96763611,0.074243292,0.076146968,0.108509421,10.10850906,10.86913967,5.651611805,1,26.66799164,3.734264374,0.052396115,180.3887177,15.04574585,3.345290661,18.39103508,678.3860474,0,883.4727783,52529.99609,284.750061,0,0,0,20.99181366,0.477031797,0,0,0
152,Militsch,12,89.93000031,30.14999962,322.980011,1742,4.414016724,-0.182455644,78.04738617,0.612881243,88.59689331,0.314368039,24.75359344,52.09670258,58.20221329,99.93907166,0.093186624,0.071682021,0.333321393,16.75567245,10.92956543,5.658505917,1,27.11389351,3.385639668,0.004320587,141.0096741,17.75761604,3.815078735,21.57269478,678.1790161,0,881.6456299,55802.02344,286.7199402,0,0,0,21.10318756,0.543103456,0,0,0
153,Guhrau,12,90.16999817,28.86000061,270.3399963,1742,4.129881859,-3.222913742,81.53649139,0.476917207,92.36569214,2.381542206,22.98740959,53.63002396,52.28919983,99.88554382,0.1253611,0.08720772,0.1253611,19.26745605,10.51036835,5.455193043,1,26.02306366,1.082372785,0.005567309,186.7301178,18.26077271,3.61318326,21.87395477,683.7061157,0,931.7468262,36693.99219,233.9700317,0,0,0,17.94571304,0.475409836,0,0,0
154,Steinau,12,89.73000336,28.65999985,267.1499939,1742,4.14184761,-1.701640368,80.88718414,0.761516392,92.19709015,1.669385433,23.47384644,53.00236893,47.23065948,99.89180756,0.124838747,0.079064541,0.199742004,23.74432945,10.08710003,5.482886314,1,25.71661758,0.794912577,0.043516099,178.8163605,20.00870323,5.900783539,25.90948677,687.5213623,0,967.9821167,24031.00195,240.539978,0,0,0,18.32216644,0.526315808,0,0,0
155,Wohlau,12,89.6000061,29.04999924,284.1900024,1742,4.205235481,-1.976229429,70.20648956,0.441460669,91.59490967,2.146728992,24.18675613,52.86135864,49.46597672,99.84945679,0.115959719,0.083409622,0.429254413,15.49181175,10.80273342,5.553618431,1,26.02880096,1.264092922,0.149885386,184.3593292,18.12731552,4.060130596,22.18744469,679.9916992,0,897.7727661,49154.98047,258.1700439,0,0,0,29.3052578,0.472440958,0,0,0
156,Neumarkt,12,89.30000305,28.96999931,286.4200134,1742,4.280103207,-0.102647603,54.38826752,0.313574016,90.44937134,1.889153957,24.97785568,53.1020813,47.40636826,99.87598419,0.074407399,0.065549374,0.168302447,14.11614609,10.94104004,5.584811211,1,25.87021065,1.981004119,0.01525204,198.085556,23.41569328,4.705254555,28.1209507,675.1533813,0,855.369751,56446.01953,266.3500061,0,0,0,45.10682678,0.422727287,0,0,0
157,Stadtkreis Breslau,12,89.22000122,29.73999977,317.0799866,1742,4.567046642,11.66065407,58.26285934,6.690481186,95.395401,0.130911857,19.2046051,52.14209747,42.03377914,99.43605042,0.107693858,0.107693858,0.116828606,100,12.24527931,5.68439579,1,26.5340271,0,0.045552157,NA,40.43079376,19.04947662,59.4802742,733.6792603,0,1535.77832,207997.0781,294.2400208,0,0,0,34.68559647,1,0.430463582,1,0.008278145
158,Landkreis Breslau,12,89.22000122,29.73999977,317.0799866,1742,4.483932018,7.140969276,64.88313293,0.0710897,87.88575745,0.436405271,26.52951813,52.07393265,41.24218369,99.87957764,0.06238484,0.089950234,0.143630221,0,11.14080334,5.68439579,1,26.5340271,3.158593178,0,205.3214264,22.41877365,4.965748787,27.38452339,678.9744263,0,888.6862793,68927.00781,294.2400208,0,0,0,34.92390442,0.398692816,0,0,0
159,Ohlau,12,88.90000153,30.21000099,341.5,1742,4.376391888,2.756611347,56.65394592,0.441657573,91.20176697,0.711157024,26.13958359,52.81716156,58.36604691,99.90185547,0.070883319,0.072700836,0.125408947,17.08651352,10.915452,5.773059845,1,26.85669136,0.481704503,0,178.4954681,19.25233078,4.715551853,23.96788216,680.2481079,0,900.0776978,55020,321.5200195,0,0,0,42.81533813,0.541666687,0.001622876,0,0
160,Brieg,12,88.75,30.5,355.7999878,1742,4.472438335,2.697168827,81.61386108,0.897194266,89.44470978,0.613207579,23.1494236,51.33944702,54.83940887,99.84049988,0.067063004,0.097875737,0.429565728,31.59029961,10.91821098,5.818657398,1,27.06874847,0.237778202,0.086305104,278.5718079,22.40480423,5.955052376,28.35985756,691.3591919,0,1005.853699,55172.00781,336.519928,0,0,0,17.44181824,0.580645144,0.001656946,0,0
161,Strehlen,12,88.63000488,29.80000114,332.4100037,1742,4.354510307,4.538423538,80.84992981,0.396555305,90.271698,1.816534042,24.89716339,52.48143005,45.91163254,99.91713715,0.079902932,0.053268626,0.139090285,17.26495171,10.42794991,5.763653755,1,26.41174126,2.976436615,0,184.3378296,26.54652977,5.234859467,31.78138733,684.6044312,0,940.1546021,33791.00391,318.5099487,0,0,0,18.64993668,0.496350378,0,0,0
162,Nimptsch,12,88.52000427,29.39999962,320.4700012,1742,4.444919109,2.194155693,79.02985382,0.079520226,89.58190918,1.637803793,25.95672989,52.61919403,42.64603424,99.90390778,0.069580197,0.072893538,0.165667146,6.994466782,10.31496811,5.73886013,1,26.02488136,6.497431278,0.0068573,189.133728,18.61756897,3.586367607,22.20393562,682.4594727,0,920.2033691,30181.00781,310.7100525,0,0,0,20.84424019,0.420731694,0.002638801,0,0
163,Munsterberg,12,88.31999969,29.75000191,339.1099854,1742,4.299639702,0.74123174,18.77131081,0.394807667,89.93128967,2.925880194,24.66052437,53.26314545,50.61314774,99.82951355,0.095710956,0.101692893,0.125620633,16.42340088,10.41732883,5.79936552,1,26.27519989,9.078404427,0.024541384,206.4798584,21.01355934,4.853058815,25.86661911,671.9793091,0,828.6460571,33434.00781,330.0900574,0,0,0,80.75013733,0.504504502,0.00291053,0,0
164,Frankenstein,12,88.30000305,29.33999825,324.5499878,1742,4.355351448,-0.028078057,19.55383492,0.355086565,91.63668823,2.10529089,23.67243767,52.94802094,55.38347244,99.59877014,0.080245554,0.072220996,0.166509524,24.33847618,10.81671333,5.763151646,1,25.90721893,1.654765964,0.033513468,206.1045837,27.78266335,6.30891037,34.09157562,685.414917,0,947.8053589,49846.98828,318.3500671,0,0,0,80.06298828,0.463157892,0.004174232,0,0
165,Reichenbach,12,88.54000092,29.03999901,306.7900085,1742,4.286530495,2.862842083,69.78668213,0.322707713,91.42498016,0.538018644,23.68644333,52.52711868,46.62899017,99.81668091,0.101509005,0.093933702,0.149990916,10.50693893,11.09747028,5.700443745,1,25.71201706,0.457913578,0.009088155,210.8959503,54.61678314,6.192063332,60.80884171,681.9876099,0,915.871521,66003.97656,299.000061,0,0,0,29.25580215,0.509803951,0,0,0
166,Schweidnitz,12,88.73999786,28.79000092,292.3399963,1742,4.431381226,3.822978258,63.02672577,0.427965254,93.86754608,1.344621539,24.10261536,51.72283554,44.4230423,99.79272461,0.086568475,0.067060083,0.157286376,31.52555656,11.31466961,5.646082878,1,25.54824638,0.192747861,0.040387724,250.5228729,35.22257996,6.067133427,41.28971481,693.1703491,0,1024.237305,82016,283.1800537,0,0,0,36.35388184,0.502702713,0,0,0
167,Striegau,12,88.94000244,28.54999924,278.480011,1742,4.408269882,4.727199078,62.09324646,0.176041812,93.72418213,1.488760948,24.98693466,50.41672516,43.71338272,99.80744934,0.082519598,0.074267641,0.126530051,25.24549675,10.50108719,5.588970184,1,25.39236832,0.303110182,0.037347276,292.3792114,33.21773529,4.892493248,38.11022568,690.4169922,0,996.4210815,36355.00781,267.4600525,0,0,0,37.58492661,0.4909091,0,0,0
168,Waldenburg,12,88.61000061,28.42000198,282.6300049,1742,4.479012966,11.0165987,76.46100616,0.336845905,92.60997009,0.867595136,24.55154228,49.49825287,36.54024124,98.91806793,0.075413264,0.064352654,0.148815513,17.17411423,11.50743008,5.628124714,1,25.18296242,0.379582912,21.97879982,299.0480042,64.14815521,6.703887939,70.85205078,696.5755615,0,1059.715332,99451.96875,278.1400452,0,0,0,22.8783741,0.602150559,0,0,0
169,Glatz,12,88.02999878,29.09000015,324.480011,1763,4.511351585,-0.231225327,5.011008739,0.402271271,82.35927582,0,23.09666061,51.35331726,53.97553253,99.12427521,0.091049053,0.087738179,0.327776581,27.02997971,11.00886059,5.780434608,1,25.60792542,5.658799648,0.048786834,196.5832214,35.36394882,5.555194378,40.91914368,677.6056519,0,876.6050415,60407.01953,323.8999329,0,0,0,94.57182312,0.465116292,0.005681172,0,0
170,Neurode,12,88.27999878,28.81000137,306.4400024,1763,4.595208645,1.537817836,2.466515541,0.02060581,81.04607391,0,25.54090309,52.66433334,65.52648163,99.70533752,0.088604987,0.070059761,0.173088819,16.64331436,10.78993702,5.718211174,1,25.43346786,9.260042191,4.636062145,127.4371719,53.20346832,4.495300293,57.69876862,674.1831665,0,847.1109619,48529.98047,304.3599854,0,0,0,97.49639893,0.387096763,0,0,0
171,Habelschwerdt,12,87.77999878,29.05999947,331.7900085,1745,4.470839024,0.691050589,1.553133488,0.0613079,87.8451004,0.697404921,22.10320282,53.39577866,58.62057114,97.54768372,0.114100821,0.066416889,0.235013619,16.33003998,10.98053551,5.813145161,1,25.50886917,8.436699867,0.00685777,144.8399963,29.14552116,4.45412159,33.59964371,667.2676392,0,790.5084839,58719.99219,334.6700745,0,0,0,98.32936096,0.459016383,0,0,0
172,Grunberg,13,90.66000366,27.03999901,197.0899963,1742,4.126315117,1.000471711,80.54879761,0.813466966,91.90470123,1.219728231,23.09623337,54.11501694,68.74185181,99.88128662,0.110927314,0.105089031,0.11871168,25.86941719,10.84710121,5.049086571,1,24.51446342,3.118185759,0.891430497,178.1973724,29.71575165,4.642166138,34.35791779,694.1870117,0,1034.703369,51384.98047,155.8800201,0,0,0,18.47231674,0.476190478,0,0,2.33E-05
173,Freistadt,13,90.31999969,27.21999931,204.8699951,1742,4.062160969,-1.451884627,86.30050659,0.522521436,92.44748688,2.604858875,21.64731789,54.04953766,55.61317825,99.69944763,0.111968882,0.07661029,0.11393325,29.05101395,10.83775616,5.148482323,1,24.58510208,3.397885323,3.116170168,162.3012695,29.89827919,5.324130058,35.22241211,685.9521484,0,952.9109497,50907.02344,172.1699982,0,0,0,12.54837227,0.520202041,0,0,0
174,Sagan,13,90.09000397,26.73000145,187.5800018,1742,4.235357761,-0.463055432,82.40412903,0.384938151,92.71585083,1.468857408,22.49790192,52.82227325,56.43631363,99.86865234,0.100339331,0.072974056,0.149596825,22.89013672,10.9117012,5.103275299,1,24.08105659,2.811035872,0.602227092,163.9289246,31.87637329,4.654950142,36.53132248,685.7739868,0,951.2147827,54814.01563,164.5600128,0,0,0,17.17079544,0.50934577,0,0,0
175,Sprottau,13,90,27.09000015,202.6399994,1742,4.092918873,-2.072072029,87.50036621,0.305665195,95.03013611,0.479136765,21.34017754,52.87710953,57.73807907,99.91394043,0.059352465,0.053417217,0.103866808,23.3997097,10.42516422,5.189339161,1,24.38100052,1.07266438,0.051279128,174.2682037,26.71642685,4.176400185,30.89282799,689.0012207,0,982.4133911,33697.00391,179.3499908,0,0,0,12.14648151,0.600000024,0,0,0
176,Glogau,13,90.16999817,28.06999969,239.25,1742,4.254756927,-2.047790527,70.56319427,1.402265668,92.76641846,2.129227877,19.59130859,51.16855621,47.23251343,99.84644318,0.091598526,0.064657785,0.114498161,27.61695671,11.21501827,5.328216076,1,25.31071854,5.375665188,0.093025662,244.1738892,21.90495872,6.038915634,27.94387436,690.9753418,0,1002.000122,74237.02344,206.0700378,0,0,0,27.95910454,0.459459454,0.004274829,0,0
177,Luben,13,89.70999908,28.27999878,252.8200073,1742,4.033086777,0.162538007,89.95703125,0.390660197,91.7117157,1.502602935,23.80322838,52.18920135,45.94464493,99.89181519,0.099167585,0.072121888,0.135228544,14.56561565,10.4126215,5.432455063,1,25.36998749,2.105263233,1.659278035,147.7670135,24.07219696,3.647878408,27.72007561,689.6338501,0,988.6481323,33276.99219,228.7100525,0,0,0,9.532109261,0.573529422,0,0,0
